Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Asset type),Custom field (Asset type),Custom field (Backout plan),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Department),Custom field (Department),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Implementation plan),Custom field (Investigation reason),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Priority),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Vulnerability),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Opțiuni YouTube (click dreapta),NPT-43,18841,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:48 PM,25/Jul/24 8:14 PM,25/Jul/24 8:08 PM,25/Jul/24 8:14 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Apăsând pe butonul drept al mouse-ului/șoarecelui de pe suprafața pe care este așezat, click-ul fiind poziționat pe o zonă liberă a videoclipului, apar mai multe opțiuni oferite de către platforma YouTube:

* Account;
* Loop;
* Copy video URL;
* Copy video URL at current time;
* Copy embed code;
* Copy debug info;
* Troubleshoot playback issue;
* Stats for nerds.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-24,,,,,,,,,,NPT-121,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3545346b,,,,,,,,,,,,NPT-24,Videoclipul integrat în site-ul web (de sub cb_menu),,,,,,,,,,,,,,,,0|i01b4p:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_2_*:*_3271684556_*|*_10000_*:*_2_*:*_34640666_*|*_10001_*:*_1_*:*_0,,,18796,Videoclipul integrat în site-ul web (de sub cb_menu),Done,25/Jul/24 8:14 PM
Buton transparent cu textul (de culoare albă): ”Watch on YouTube” ,NPT-42,18840,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:39 PM,25/Jul/24 8:14 PM,25/Jul/24 8:04 PM,25/Jul/24 8:14 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"La acționarea butonului transparent, având pe acesta textul: ”Watch on YouTube”, care este amplasat într-o zonă joasă deasupra videoclipului de pe site-ul web, utilizatorul final este redirecționat către platforma YouTube pentru a viziona videoclipul ”iluminat public Techirghiol”.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-24,,,,,,,,,,NPT-121,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4d1243d4,,,,,,,,,,,,NPT-24,Videoclipul integrat în site-ul web (de sub cb_menu),,,,,,,,,,,,,,,,0|i01b4h:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_2_*:*_3272256512_*|*_10000_*:*_2_*:*_34640546_*|*_10001_*:*_1_*:*_0,,,18796,Videoclipul integrat în site-ul web (de sub cb_menu),Done,25/Jul/24 8:14 PM
Butonul roșu de rulare al videoclipului,NPT-41,18837,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:31 PM,25/Jul/24 8:14 PM,25/Jul/24 8:14 PM,25/Jul/24 8:14 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"La acționarea butonului de culoare roșie, cu triunghi alb orientat cu vârful spre dreapta, care este regăsit în centrul videoclipului de pe site-ul web, începe rularea videoclipului de pe site-ul web. Apar funcționalități specifice platformei YouTube în timpul vizionării videoclipului, funcționalități ce sunt menite să contribuie pozitiv la menținerea mediului propice al utilizatorului final pentru vizionarea de conținut video.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-24,,,,,,,,,,NPT-121,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@14a97be4,,,,,,,,,,,,NPT-24,Videoclipul integrat în site-ul web (de sub cb_menu),,,,,,,,,,,,,,,,0|i01b3t:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_2_*:*_3272707475_*|*_10000_*:*_2_*:*_34641415_*|*_10001_*:*_1_*:*_0,,,18796,Videoclipul integrat în site-ul web (de sub cb_menu),Done,25/Jul/24 8:14 PM
Grădina Botanică-leftsidebar (prezent pe partea stângă a paginii),NPT-31,18809,Epic,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:11 AM,25/Jul/24 4:34 PM,25/Jul/24 8:44 PM,04/Jul/24 10:13 AM,,Primariatechirghiol_versiunea_1.0_PentruAltăDată,,,0,"Secțiunea ”Grădina Botanică”, prezentă pe partea stângă a paginii/leftsidebar, deasupra footer-ului site-ului web, este compusă din:

* Gradina Botanica.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,,,,,,,,,,,NPT-47,NPT-48,NPT-84,,,,,,,,17/Jun/24 1:50 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17753).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11460,17/Jun/24 1:51 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17757).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11462,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6cbd607b,,,,,,,,,,,ghx-label-5,,,,To Do,,,,dark_teal,,,,,,,,,,0|i01axl:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_1501335068_*|*_10000_*:*_1_*:*_2031_*|*_10001_*:*_1_*:*_0,"17/Jun/24 1:50 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17753).png|width=213,height=92,alt=""Screenshot (17753).png""!","17/Jun/24 1:51 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17757).png|width=749,height=979,alt=""Screenshot (17757).png""!",,,Done,04/Jul/24 10:13 AM
RUTI conform SNA-leftsidebar (prezent pe partea stângă a paginii),NPT-30,18808,Epic,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:09 AM,25/Jul/24 2:18 PM,25/Jul/24 4:33 PM,25/Jul/24 2:18 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,"Secțiunea ”RUTI conform SNA”, prezentă pe partea stângă a paginii/leftsidebar, este compusă din: 

* Rapoarte anuale.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,,,,,,,,,,,NPT-44,NPT-45,,,,,,,,,17/Jun/24 1:50 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17752).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11459,17/Jun/24 1:51 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17756).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11461,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@16a177b9,,,,,,,,,,,ghx-label-10,,,,To Do,,,,blue,,,,,,,,,,0|i01axd:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_3330535367_*|*_10000_*:*_1_*:*_417_*|*_10001_*:*_1_*:*_0,"17/Jun/24 1:50 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17752).png|width=213,height=89,alt=""Screenshot (17752).png""!","17/Jun/24 1:51 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17756).png|width=762,height=977,alt=""Screenshot (17756).png""!",,,Done,25/Jul/24 2:18 PM
Meniul de link-uri utile/sidebar-ul (pe partea dreaptă),NPT-25,18798,Epic,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,16/Jun/24 5:33 PM,25/Jul/24 4:33 PM,25/Jul/24 8:44 PM,25/Jul/24 7:15 AM,,Primariatechirghiol_versiunea_1.0_PentruAltăDată,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Meniul este format din următoarele butoane:

* AM PODCA;
* Președintele României;
* Guvernul României;
* Senatul României;
* Camera Deputaților;
* Uniunea Europeană;
* Infoeuropa;
* Ministerul Dezvoltării Regionale și Turismului.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,,,,,,,,,,,NPT-49,NPT-50,NPT-51,NPT-52,NPT-53,NPT-54,NPT-55,NPT-56,NPT-57,,16/Jun/24 5:57 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17597).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11429,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@50a314ac,,,,,,,,,,,ghx-label-9,,,,To Do,,,,orange,,,,,,,,,,0|i01av5:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_3332548715_*|*_10000_*:*_1_*:*_519_*|*_10001_*:*_1_*:*_0,"16/Jun/24 5:57 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17597).png|width=122,height=233,alt=""Screenshot (17597).png""!",,,,Done,25/Jul/24 7:15 AM
Videoclipul integrat în site-ul web (de sub cb_menu),NPT-24,18796,Epic,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,16/Jun/24 5:18 PM,25/Jul/24 8:13 PM,25/Jul/24 7:46 PM,25/Jul/24 8:13 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,,0,Videoclipul trebuie să poată fi rulat direct din site-ul web. Are destulă importanță ca utilizatorul final să poată viziona videoclipul fără inconveniente,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,,,,,,,,,,,NPT-41,NPT-42,NPT-43,NPT-121,,,,,,,16/Jun/24 5:22 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17692).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11419,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1abe8db0,,,,,,,,,,,ghx-label-13,,,,To Do,,,,dark_green,,,,,,,,,,0|i01aup:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_2_*:*_3375035400_*|*_10000_*:*_2_*:*_5078344_*|*_10001_*:*_1_*:*_0,"16/Jun/24 5:22 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;[https://youtu.be/6LEQoSuVXZ4|https://youtu.be/6LEQoSuVXZ4|smart-link] 

!Screenshot (17692).png|width=1148,height=549,alt=""Screenshot (17692).png""!",,,,Done,25/Jul/24 8:13 PM
Header/cb_logo,NPT-22,18794,Epic,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,16/Jun/24 5:00 PM,25/Jul/24 4:33 PM,25/Jul/24 8:44 PM,18/Jun/24 5:35 PM,,Primariatechirghiol_versiunea_1.0_PentruAltăDată,,,0,"Prima imagine din site-ul web reprezintă cb_logo-ul și header-ul paginii, fiind amplasat în cea mai de sus parte a imaginii. Aceasta este foarte importantă pentru interfața cu care utilizatorul final interacționează.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,,,,,,,,,,,NPT-32,NPT-33,NPT-34,NPT-35,NPT-36,NPT-37,NPT-38,NPT-39,NPT-40,NPT-62,16/Jun/24 5:53 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17728).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11427,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@35bfed16,,,,,,,,,,,ghx-label-11,,,,To Do,,,,teal,,,,,,,,,,0|i01au9:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_174859807_*|*_10000_*:*_1_*:*_539_*|*_10001_*:*_1_*:*_0,"16/Jun/24 5:53 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17728).png|width=1464,height=154,alt=""Screenshot (17728).png""!",,,,Done,18/Jun/24 5:35 PM
Consola site-ului web,NPT-20,18792,Epic,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,16/Jun/24 4:44 PM,25/Jul/24 4:33 PM,25/Jul/24 8:44 PM,18/Jun/24 7:03 PM,,Primariatechirghiol_versiunea_1.0_PentruAltăDată,,,0,"Accesând consola site-ului web putem regăsi mai multe detalii, precum erori sau defecte. 

Aceasta se poate accesa fie apasând pe tasta ”F12”, rămânând strict pe site-ul web, fie apăsând pe butonul drept al mouse-ului/șoarecelui de pe suprafața pe care este așezat, click-ul fiind poziționat pe ”Inspect”. și după apăsând pe butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezat, click-ul fiind poziționat tot pe ”Inspect”.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,,,,,,,,,,,NPT-27,,,,,,,,,,16/Jun/24 4:46 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17601).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11417,16/Jun/24 6:25 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17734).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11437,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@579dc852,,,,,,,,,,,ghx-label-8,,,,To Do,,,,dark_purple,,,,,,,,,,0|i01au1:,,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_82757526_*|*_10000_*:*_2_*:*_98399050_*|*_10001_*:*_1_*:*_0,"16/Jun/24 4:46 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17601).png|width=413,height=411,alt=""Screenshot (17601).png""!","16/Jun/24 6:25 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17734).png|width=969,height=961,alt=""Screenshot (17734).png""!",,,Done,18/Jun/24 7:03 PM
